id,map_id,db_id,prefecture_id,prefecture_en,prefecture_jp,area_en,area_jp,area_furigana,type_en,type_jp,population
1676,18713,06381,6,Yamagata,山形県,Takahata,高畠町,たかはたまち,Machi,町,25025.0
1677,18714,06210,6,Yamagata,山形県,Tendo,天童市,てんどうし,Shi,市,62214.0
1678,18715,-1,6,Yamagata,山形県,Tozawa,戸沢村,とざわむら,Machi,町,5304.0
1679,18716,06203,6,Yamagata,山形県,Tsuruoka,鶴岡市,つるおかし,Shi,市,136623.0
1680,18717,06201,6,Yamagata,山形県,Yamagata,山形市,やまがたし,Shi,市,254244.0
1681,18718,06301,6,Yamagata,山形県,Yamanobe,山辺町,やまのべまち,Machi,町,15139.0
1682,18719,06202,6,Yamagata,山形県,Yonezawa,米沢市,よねざわし,Shi,市,89401.0
1683,18720,06461,6,Yamagata,山形県,Yuza,遊佐町,ゆざまち,Machi,町,15480.0
1684,18721,35502,35,Yamaguchi,山口県,Abu,阿武町,あぶちょう,Machi,町,3743.0
1685,18722,35203,35,Yamaguchi,山口県,Yamaguchi,山口市,やまぐちし,Shi,市,196628.0
1686,18723,35204,35,Yamaguchi,山口県,Hagi,萩市,はぎし,Shi,市,53747.0
1687,18724,35210,35,Yamaguchi,山口県,Hikari,光市,ひかりし,Shi,市,53004.0
1688,18725,35344,35,Yamaguchi,山口県,Hirao,平生町,ひらおちょう,Machi,町,13491.0
1689,18726,35206,35,Yamaguchi,山口県,Hofu,防府市,ほうふし,Shi,市,116611.0
1690,18727,35208,35,Yamaguchi,山口県,Iwakuni,岩国市,いわくにし,Shi,市,143857.0
1691,18728,35341,35,Yamaguchi,山口県,Kaminoseki,上関町,かみのせきちょう,Machi,町,3332.0
1692,18729,35207,35,Yamaguchi,山口県,Kudamatsu,下松市,くだまつし,Shi,市,55012.0
1693,18730,35213,35,Yamaguchi,山口県,Mine,美祢市,みねし,Shi,市,28630.0
1694,18731,35211,35,Yamaguchi,山口県,Nagato,長門市,ながとし,Shi,市,38349.0
1695,18732,35216,35,Yamaguchi,山口県,San'yo-Onoda,山陽小野田市,さんようおのだし,Shi,市,64550.0
1696,18733,35201,35,Yamaguchi,山口県,Shimonoseki,下関市,しものせきし,Shi,市,280947.0
1697,18734,35215,35,Yamaguchi,山口県,Shunan,周南市,しゅうなんし,Shi,市,149487.0
1698,18735,35305,35,Yamaguchi,山口県,Suo-Oshima,周防大島町,すおうおおしまちょう,Machi,町,19084.0
1699,18736,35343,35,Yamaguchi,山口県,Tabuse,田布施町,たぶせちょう,Machi,町,15986.0
1700,18737,35202,35,Yamaguchi,山口県,Ube,宇部市,うべし,Shi,市,173772.0
1701,18738,35321,35,Yamaguchi,山口県,Waki,和木町,わきちょう,Machi,町,6378.0
1702,18740,-1,35,Yamaguchi,山口県,Yanai,柳井市,やないし,Machi,町,34730.0
1703,18741,19214,19,Yamanashi,山梨県,Chuo,中央市,ちゅうおうし,Shi,市,31322.0
1704,18742,19422,19,Yamanashi,山梨県,Doshi,道志村,どうしむら,Mura,村,1919.0
1705,18743,19211,19,Yamanashi,山梨県,Fuefuki,笛吹市,ふえふきし,Shi,市,70529.0
1706,18744,19430,19,Yamanashi,山梨県,Fujikawaguchiko,富士河口湖町,ふじかわぐちこまち,Machi,町,25471.0
1707,18745,19202,19,Yamanashi,山梨県,Fujiyoshida,富士吉田市,ふじよしだし,Shi,市,50619.0
1708,18746,19364,19,Yamanashi,山梨県,Hayakawa,早川町,はやかわちょう,Machi,町,1246.0
1709,18747,19209,19,Yamanashi,山梨県,Hokuto,北杜市,ほくとし,Shi,市,46968.0
1710,18748,19346,19,Yamanashi,山梨県,Ichikawamisato,市川三郷町,いちかわみさとちょう,Machi,町,17111.0
1711,18749,19210,19,Yamanashi,山梨県,Kai,甲斐市,かいし,Shi,市,73807.0
1712,18750,19368,19,Yamanashi,山梨県,Fujikawa,富士川町,ふじかわちょう,Machi,町,16307.0
1713,18751,19201,19,Yamanashi,山梨県,Kofu,甲府市,こうふし,Shi,市,198992.0
1714,18752,19213,19,Yamanashi,山梨県,Koshu,甲州市,こうしゅうし,Shi,市,33927.0
1715,18753,19442,19,Yamanashi,山梨県,Kosuge,小菅村,こすげむら,Mura,村,816.0
1716,18755,19208,19,Yamanashi,山梨県,Minami-Alps,南アルプス市,みなみあるぷすし,Shi,市,72635.0
1717,18756,19365,19,Yamanashi,山梨県,Minobu,身延町,みのぶちょう,Machi,町,14462.0
1718,18757,19366,19,Yamanashi,山梨県,Nanbu,南部町,なんぶちょう,Machi,町,9011.0
1719,18758,19429,19,Yamanashi,山梨県,Narusawa,鳴沢村,なるさわむら,Mura,村,2964.0
1720,18759,19207,19,Yamanashi,山梨県,Nirasaki,韮崎市,にらさきし,Shi,市,32477.0
1721,18760,19423,19,Yamanashi,山梨県,Nishikatsura,西桂町,にしかつらちょう,Machi,町,4541.0
1722,18761,19424,19,Yamanashi,山梨県,Oshino,忍野村,おしのむら,Mura,村,8635.0
1723,18762,19206,19,Yamanashi,山梨県,Otsuki,大月市,おおつきし,Shi,市,28120.0
1724,18763,19384,19,Yamanashi,山梨県,Showa,昭和町,しょうわちょう,Machi,町,17653.0
1725,18764,19443,19,Yamanashi,山梨県,Tabayama,丹波山村,たばやまむら,Mura,村,685.0
1726,18765,19204,19,Yamanashi,山梨県,Tsuru,都留市,つるし,Shi,市,33588.0
1727,18766,19212,19,Yamanashi,山梨県,Uenohara,上野原市,うえのはらし,Shi,市,27114.0
1728,18767,19425,19,Yamanashi,山梨県,Yamanakako,山中湖村,やまなかこむら,Mura,村,5324.0
1729,18768,19205,19,Yamanashi,山梨県,Yamanashi,山梨市,やまなしし,Shi,市,36832.0
