id,map_id,db_id,prefecture_id,prefecture_en,prefecture_jp,area_en,area_jp,area_furigana,type_en,type_jp,population
0,17985,04444,4,Miyagi,宮城県,Shikama,色麻町,しかまちょう,Machi,町,7431.0
1,17986,04203,4,Miyagi,宮城県,Shiogama,塩竈市,しおがまし,Shi,市,56490.0
2,17987,04206,4,Miyagi,宮城県,Shiroishi,白石市,しろいしし,Shi,市,37422.0
3,17988,04209,4,Miyagi,宮城県,Tagajo,多賀城市,たがじょうし,Shi,市,63060.0
4,17989,04421,4,Miyagi,宮城県,Taiwa,大和町,たいわちょう,Machi,町,24894.0
5,17990,04212,4,Miyagi,宮城県,Tome,登米市,とめし,Shi,市,83969.0
6,17991,-1,4,Miyagi,宮城県,Tomiya,富谷町,とみやまち,Machi,町,47042.0
7,17992,04501,4,Miyagi,宮城県,Wakuya,涌谷町,わくやちょう,Machi,町,17494.0
8,17993,04361,4,Miyagi,宮城県,Watari,亘理町,わたりちょう,Machi,町,34845.0
9,17994,04362,4,Miyagi,宮城県,Yamamoto,山元町,やまもとちょう,Machi,町,16704.0
10,17995,04301,4,Miyagi,宮城県,Zao,蔵王町,ざおうまち,Machi,町,12882.0
11,17996,45383,45,Miyazaki,宮崎県,Aya,綾町,あやちょう,Machi,町,7224.0
12,17997,45209,45,Miyazaki,宮崎県,Ebino,えびの市,えびのし,Shi,市,21606.0
13,17998,45443,45,Miyazaki,宮崎県,Gokase,五ヶ瀬町,ごかせちょう,Machi,町,4427.0
14,17999,45442,45,Miyazaki,宮崎県,Hinokage,日之影町,ひのかげちょう,Machi,町,4463.0
15,18000,45206,45,Miyazaki,宮崎県,Hyuga,日向市,ひゅうがし,Shi,市,63223.0
16,18001,45421,45,Miyazaki,宮崎県,Kadogawa,門川町,かどがわちょう,Machi,町,18854.0
17,18002,45405,45,Miyazaki,宮崎県,Kawaminami,川南町,かわみなみちょう,Machi,町,17009.0
18,18003,45404,45,Miyazaki,宮崎県,Kijo,木城町,きじょうちょう,Machi,町,5177.0
19,18004,45204,45,Miyazaki,宮崎県,Nichinan,日南市,にちなんし,Shi,市,57689.0
20,18005,45201,45,Miyazaki,宮崎県,Miyazaki,宮崎市,みやざきし,Shi,市,400583.0
21,18006,45205,45,Miyazaki,宮崎県,Kobayashi,小林市,こばやしし,Shi,市,48270.0
22,18007,45382,45,Miyazaki,宮崎県,Kunitomi,国富町,くにとみちょう,Machi,町,20909.0
23,18008,45207,45,Miyazaki,宮崎県,Kushima,串間市,くしまし,Shi,市,20453.0
24,18009,45341,45,Miyazaki,宮崎県,Mimata,三股町,みまたちょう,Machi,町,24800.0
25,18010,45431,45,Miyazaki,宮崎県,Misato,美郷町,みさとちょう,Machi,町,6248.0
26,18011,45202,45,Miyazaki,宮崎県,Miyakonojo,都城市,みやこのじょうし,Shi,市,169602.0
27,18013,45429,45,Miyazaki,宮崎県,Morotsuka,諸塚村,もろつかそん,Mura,村,1882.0
28,18016,-1,45,Miyazaki,宮崎県,Nishimera,西米良村,にしめらそん,Machi,町,1241.0
29,18017,45203,45,Miyazaki,宮崎県,Nobeoka,延岡市,のべおかし,Shi,市,131182.0
30,18019,45208,45,Miyazaki,宮崎県,Saito,西都市,さいとし,Shi,市,32614.0
31,18020,-1,45,Miyazaki,宮崎県,Shiba,椎葉村,しいばそん,Mura,村,3092.0
32,18021,45402,45,Miyazaki,宮崎県,Shintomi,新富町,しんとみちょう,Machi,町,18092.0
33,18022,45441,45,Miyazaki,宮崎県,Takachiho,高千穂町,たかちほちょう,Machi,町,13723.0
34,18023,45361,45,Miyazaki,宮崎県,Takaharu,高原町,たかはるちょう,Machi,町,10000.0
35,18024,45401,45,Miyazaki,宮崎県,Takanabe,高鍋町,たかなべちょう,Machi,町,21733.0
36,18025,45406,45,Miyazaki,宮崎県,Tsuno,都農町,つのちょう,Machi,町,11137.0
37,18026,20407,20,Nagano,長野県,Achi,阿智村,あちむら,Mura,村,7036.0
38,18027,20422,20,Nagano,長野県,Agematsu,上松町,あげまつまち,Machi,町,5245.0
39,18028,20404,20,Nagano,長野県,Anan,阿南町,あなんちょう,Machi,町,5455.0
40,18029,20349,20,Nagano,長野県,Aoki,青木村,あおきむら,Mura,村,4609.0
41,18030,-1,20,Nagano,長野県,Asahi,朝日村,あさひむら,Machi,町,4741.0
42,18031,20220,20,Nagano,長野県,Azumino,安曇野市,あづみのし,Shi,市,96479.0
43,18032,20452,20,Nagano,長野県,Chikuhoku,筑北村,ちくほくむら,Mura,村,5172.0
44,18033,20218,20,Nagano,長野県,Chikuma,千曲市,ちくまし,Shi,市,62068.0
45,18034,20214,20,Nagano,長野県,Chino,茅野市,ちのし,Shi,市,56391.0
46,18035,20362,20,Nagano,長野県,Fujimi,富士見町,ふじみまち,Machi,町,15338.0
47,18036,20485,20,Nagano,長野県,Hakuba,白馬村,はくばむら,Mura,村,9205.0
48,18037,20363,20,Nagano,長野県,Hara,原村,はらむら,Mura,村,7573.0
49,18038,20202,20,Nagano,長野県,Matsumoto,松本市,まつもとし,Shi,市,243037.0
50,18039,20409,20,Nagano,長野県,Hiraya,平谷村,ひらやむら,Mura,村,563.0
51,18040,20205,20,Nagano,長野県,Iida,飯田市,いいだし,Shi,市,105335.0
52,18041,20384,20,Nagano,長野県,Iijima,飯島町,いいじままち,Machi,町,9902.0
53,18042,20213,20,Nagano,長野県,Iiyama,飯山市,いいやまし,Shi,市,23545.0
54,18043,20590,20,Nagano,長野県,Iizuna,飯綱町,いいづなまち,Machi,町,11865.0
55,18044,20481,20,Nagano,長野県,Ikeda,池田町,いけだまち,Machi,町,10329.0
56,18045,20448,20,Nagano,長野県,Ikusaka,生坂村,いくさかむら,Mura,村,1953.0
57,18046,20209,20,Nagano,長野県,Ina,伊那市,いなし,Shi,市,71093.0
58,18047,20321,20,Nagano,長野県,Karuizawa,軽井沢町,かるいざわまち,Machi,町,19018.0
59,18048,20304,20,Nagano,長野県,Kawakami,川上村,かわかみむら,Mura,村,4972.0
60,17201,40601,40,Fukuoka,福岡県,Kawara,香春町,かわらまち,Machi,町,11685.0
61,17202,40605,40,Fukuoka,福岡県,Kawasaki,川崎町,かわさきまち,Machi,町,18264.0
62,17203,40421,40,Fukuoka,福岡県,Keisen,桂川町,けいせんまち,Machi,町,13863.0
63,17204,40100,40,Fukuoka,福岡県,Kitakyushu,北九州市,きたきゅうしゅうし,Shi,市,976846.0
64,17205,40223,40,Fukuoka,福岡県,Koga,古賀市,こがし,Shi,市,57920.0
65,17206,40646,40,Fukuoka,福岡県,Koge,上毛町,こうげまち,Machi,町,7852.0
66,17207,40401,40,Fukuoka,福岡県,Kotake,小竹町,こたけまち,Machi,町,8602.0
67,17208,40402,40,Fukuoka,福岡県,Kurate,鞍手町,くらてまち,Machi,町,17088.0
68,17209,40210,40,Fukuoka,福岡県,Yame,八女市,やめし,Shi,市,69057.0
69,17210,40203,40,Fukuoka,福岡県,Kurume,久留米市,くるめし,Shi,市,302402.0
70,17211,40230,40,Fukuoka,福岡県,Itoshima,糸島市,いとしまし,Shi,市,98435.0
71,17290,07362,7,Fukushima,福島県,Shimogo,下郷町,しもごうまち,Machi,町,6461.0
72,17291,07561,7,Fukushima,福島県,Shinchi,新地町,しんちまち,Machi,町,8224.0
73,17292,07205,7,Fukushima,福島県,Shirakawa,白河市,しらかわし,Shi,市,64704.0
74,17293,07446,7,Fukushima,福島県,Showa,昭和村,しょうわむら,Mura,村,1500.0
75,17294,07209,7,Fukushima,福島県,Soma,相馬市,そうまし,Shi,市,37817.0
76,17295,07207,7,Fukushima,福島県,Sukagawa,須賀川市,すかがわし,Shi,市,79267.0
77,17296,07367,7,Fukushima,福島県,Tadami,只見町,ただみまち,Machi,町,4932.0
78,17297,-1,7,Fukushima,福島県,Tamakawa,玉川村,たまかわむら,Machi,町,7231.0
79,17298,07211,7,Fukushima,福島県,Tamura,田村市,たむらし,Shi,市,40422.0
80,17299,07481,7,Fukushima,福島県,Tanagura,棚倉町,たなぐらまち,Machi,町,15062.0
81,17300,-1,7,Fukushima,福島県,Ten'ei,天栄村,てんえいむら,Mura,村,6291.0
82,17481,01396,1,Hokkaido,北海道,Makkari,真狩村,まっかりむら,Mura,村,2189.0
83,17482,01643,1,Hokkaido,北海道,Makubetsu,幕別町,まくべつちょう,Machi,町,26547.0
84,17483,01481,1,Hokkaido,北海道,Mashike,増毛町,ましけちょう,Machi,町,5078.0
85,17484,01331,1,Hokkaido,北海道,Matsumae,松前町,まつまえちょう,Machi,町,8748.0
86,17485,01637,1,Hokkaido,北海道,Memuro,芽室町,めむろちょう,Machi,町,18905.0
87,17486,01222,1,Hokkaido,北海道,Mikasa,三笠市,みかさし,Shi,市,10221.0
88,17487,01462,1,Hokkaido,北海道,Minamifurano,南富良野町,みなみふらのちょう,Machi,町,2814.0
89,17488,01219,1,Hokkaido,北海道,Monbetsu,紋別市,もんべつし,Shi,市,24750.0
90,17489,01345,1,Hokkaido,北海道,Mori,森町,もりまち,Machi,町,17859.0
91,17490,01433,1,Hokkaido,北海道,Moseushi,妹背牛町,もせうしちょう,Machi,町,3462.0
92,17491,01586,1,Hokkaido,北海道,Mukawa,むかわ町,むかわちょう,Machi,町,9746.0
93,17663,08210,8,Ibaraki,茨城県,Shimotsuma,下妻市,しもつまし,Shi,市,44987.0
94,17664,08310,8,Ibaraki,茨城県,Shirosato,城里町,しろさとまち,Machi,町,21491.0
95,17665,08214,8,Ibaraki,茨城県,Takahagi,高萩市,たかはぎし,Shi,市,31017.0
96,17666,08341,8,Ibaraki,茨城県,Tokai,東海村,とうかいむら,Mura,村,37438.0
97,17667,08564,8,Ibaraki,茨城県,Tone,利根町,とねまち,Machi,町,17473.0
98,17668,08217,8,Ibaraki,茨城県,Toride,取手市,とりでし,Shi,市,109651.0
99,17669,08203,8,Ibaraki,茨城県,Tsuchiura,土浦市,つちうらし,Shi,市,143839.0
100,17670,08220,8,Ibaraki,茨城県,Tsukuba,つくば市,つくばし,Shi,市,214590.0
101,17671,08235,8,Ibaraki,茨城県,Tsukubamirai,つくばみらい市,つくばみらいし,Shi,市,44461.0
102,17672,08219,8,Ibaraki,茨城県,Ushiku,牛久市,うしくし,Shi,市,81684.0
103,16974,23228,23,Aichi,愛知県,Iwakura,岩倉市,いわくらし,Shi,市,47340.0
104,16975,23237,23,Aichi,愛知県,Ama,あま市,あまし,Shi,市,86714.0
105,16976,23425,23,Aichi,愛知県,Kanie,蟹江町,かにえちょう,Machi,町,36688.0
106,16977,23210,23,Aichi,愛知県,Kariya,刈谷市,かりやし,Shi,市,145781.0
107,16978,23206,23,Aichi,愛知県,Kasugai,春日井市,かすがいし,Shi,市,305569.0
108,16979,23213,23,Aichi,愛知県,Nishio,西尾市,にしおし,Shi,市,165298.0
109,16980,-1,23,Aichi,愛知県,Kisosaki,木曾岬町,きそさきちょう,Machi,町,6855.0
110,16981,23234,23,Aichi,愛知県,Kitanagoya,北名古屋市,きたなごやし,Shi,市,81571.0
111,16982,23233,23,Aichi,愛知県,Kiyosu,清須市,きよすし,Shi,市,65757.0
112,16983,23219,23,Aichi,愛知県,Komaki,小牧市,こまきし,Shi,市,147132.0
113,16984,23217,23,Aichi,愛知県,Konan,江南市,こうなんし,Shi,市,99730.0
114,16985,23501,23,Aichi,愛知県,Kota,幸田町,こうたちょう,Machi,町,37930.0
115,16986,23207,23,Aichi,愛知県,Toyokawa,豊川市,とよかわし,Shi,市,181928.0
116,16987,23446,23,Aichi,愛知県,Mihama,美浜町,みはまちょう,Machi,町,25178.0
117,17832,39428,39,Kochi,高知県,Kuroshio,黒潮町,くろしおちょう,Machi,町,12366.0
118,17833,39427,39,Kochi,高知県,Mihara,三原村,みはらむら,Mura,村,1681.0
119,17834,39341,39,Kochi,高知県,Motoyama,本山町,もとやまちょう,Machi,町,4103.0
120,17835,39202,39,Kochi,高知県,Muroto,室戸市,むろとし,Shi,市,15210.0
121,17836,39302,39,Kochi,高知県,Nahari,奈半利町,なはりちょう,Machi,町,3542.0
122,17837,39401,39,Kochi,高知県,Nakatosa,中土佐町,なかとさちょう,Machi,町,7584.0
123,17838,39204,39,Kochi,高知県,Nankoku,南国市,なんこくし,Shi,市,49472.0
124,17839,39387,39,Kochi,高知県,Niyodogawa,仁淀川町,によどがわちょう,Machi,町,6500.0
125,17840,39403,39,Kochi,高知県,Ochi,越知町,おちちょう,Machi,町,6374.0
126,17841,-1,39,Kochi,高知県,Okawa,大川村,おおかわむら,Machi,町,411.0
127,17842,39344,39,Kochi,高知県,Otoyo,大豊町,おおとよちょう,Machi,町,4719.0
128,17843,39424,39,Kochi,高知県,Otsuki,大月町,おおつきちょう,Machi,町,5783.0
129,17844,39402,39,Kochi,高知県,Sakawa,佐川町,さかわちょう,Machi,町,13951.0
130,17845,39412,39,Kochi,高知県,Shimanto,四万十町,しまんとちょう,Machi,町,18733.0
131,16958,23441,23,Aichi,愛知県,Agui,阿久比町,あぐいちょう,Machi,町,25466.0
132,16959,23232,23,Aichi,愛知県,Aisai,愛西市,あいさいし,Shi,市,64978.0
133,16960,23212,23,Aichi,愛知県,Anjo,安城市,あんじょうし,Shi,市,178691.0
134,16961,23225,23,Aichi,愛知県,Chiryu,知立市,ちりゅうし,Shi,市,68398.0
135,16962,23224,23,Aichi,愛知県,Chita,知多市,ちたし,Shi,市,84768.0
136,16963,23362,23,Aichi,愛知県,Fuso,扶桑町,ふそうちょう,Machi,町,33558.0
137,16964,23214,23,Aichi,愛知県,Gamagori,蒲郡市,がまごおりし,Shi,市,82249.0
138,16965,23205,23,Aichi,愛知県,Handa,半田市,はんだし,Shi,市,118828.0
139,16968,23209,23,Aichi,愛知県,Hekinan,碧南市,へきなんし,Shi,市,72018.0
140,16969,23442,23,Aichi,愛知県,Higashiura,東浦町,ひがしうらちょう,Machi,町,49800.0
141,16970,23203,23,Aichi,愛知県,Ichinomiya,一宮市,いちのみやし,Shi,市,378566.0
142,16971,23220,23,Aichi,愛知県,Inazawa,稲沢市,いなざわし,Shi,市,136442.0
143,16972,23215,23,Aichi,愛知県,Inuyama,犬山市,いぬやまし,Shi,市,75198.0
144,16988,23445,23,Aichi,愛知県,Minamichita,南知多町,みなみちたちょう,Machi,町,20549.0
145,16991,-1,23,Aichi,愛知県,Miyoshi,みよし市,みよしし,Machi,町,60098.0
146,16992,-1,23,Aichi,愛知県,Nagakute,長久手市,ながくてし,Machi,町,52022.0
147,16993,23100,23,Aichi,愛知県,Nagoya,名古屋市,なごやし,Shi,市,2263894.0
148,16995,23230,23,Aichi,愛知県,Nisshin,日進市,にっしんし,Shi,市,84237.0
149,16996,23223,23,Aichi,愛知県,Obu,大府市,おおぶし,Shi,市,85249.0
150,16997,23361,23,Aichi,愛知県,Oguchi,大口町,おおぐちちょう,Machi,町,22446.0
151,16998,23424,23,Aichi,愛知県,Oharu,大治町,おおはるちょう,Machi,町,29891.0
152,16999,23202,23,Aichi,愛知県,Okazaki,岡崎市,おかざきし,Shi,市,372357.0
153,17001,23226,23,Aichi,愛知県,Owariasahi,尾張旭市,おわりあさひし,Shi,市,81140.0
154,17002,23204,23,Aichi,愛知県,Seto,瀬戸市,せとし,Shi,市,132224.0
155,17003,23221,23,Aichi,愛知県,Shinshiro,新城市,しんしろし,Shi,市,49864.0
156,17005,23561,23,Aichi,愛知県,Shitara,設楽町,したらちょう,Machi,町,5769.0
157,17006,23231,23,Aichi,愛知県,Tahara,田原市,たはらし,Shi,市,64119.0
158,17007,23227,23,Aichi,愛知県,Takahama,高浜市,たかはまし,Shi,市,44027.0
159,17008,23447,23,Aichi,愛知県,Taketoyo,武豊町,たけとよちょう,Machi,町,42408.0
160,17009,23427,23,Aichi,愛知県,Tobishima,飛島村,とびしまむら,Mura,村,4525.0
161,17010,23562,23,Aichi,愛知県,Toei,東栄町,とうえいちょう,Machi,町,3757.0
162,17011,23302,23,Aichi,愛知県,Togo,東郷町,とうごうちょう,Machi,町,41851.0
163,17012,23222,23,Aichi,愛知県,Tokai,東海市,とうかいし,Shi,市,107690.0
164,17013,23216,23,Aichi,愛知県,Tokoname,常滑市,とこなめし,Shi,市,54858.0
165,17014,23229,23,Aichi,愛知県,Toyoake,豊明市,とよあけし,Shi,市,69745.0
166,17015,23201,23,Aichi,愛知県,Toyohashi,豊橋市,とよはしし,Shi,市,376665.0
167,17017,23563,23,Aichi,愛知県,Toyone,豊根村,とよねむら,Mura,村,1336.0
168,17018,23211,23,Aichi,愛知県,Toyota,豊田市,とよたし,Shi,市,421487.0
169,17019,23342,23,Aichi,愛知県,Toyoyama,豊山町,とよやまちょう,Machi,町,14405.0
170,17020,23208,23,Aichi,愛知県,Tsushima,津島市,つしまし,Shi,市,65258.0
171,17021,23235,23,Aichi,愛知県,Yatomi,弥富市,やとみし,Shi,市,43272.0
172,17022,05201,5,Akita,秋田県,Akita,秋田市,あきたし,Shi,市,323600.0
173,17023,05212,5,Akita,秋田県,Daisen,大仙市,だいせんし,Shi,市,88301.0
174,17024,05346,5,Akita,秋田県,Fujisato,藤里町,ふじさとまち,Machi,町,3848.0
175,17025,05361,5,Akita,秋田県,Gojome,五城目町,ごじょうめまち,Machi,町,10516.0
176,17026,05363,5,Akita,秋田県,Hachirogata,八郎潟町,はちろうがたまち,Machi,町,6623.0
177,17027,05349,5,Akita,秋田県,Happo,八峰町,はっぽうちょう,Machi,町,8220.0
178,17028,05464,5,Akita,秋田県,Higashinaruse,東成瀬村,ひがしなるせむら,Mura,村,2872.0
179,17029,05366,5,Akita,秋田県,Ikawa,井川町,いかわまち,Machi,町,5493.0
180,17030,05327,5,Akita,秋田県,Kamikoani,上小阿仁村,かみこあにむら,Mura,村,2727.0
181,17031,05211,5,Akita,秋田県,Katagami,潟上市,かたがみし,Shi,市,34442.0
182,17032,05209,5,Akita,秋田県,Kazuno,鹿角市,かづのし,Shi,市,34473.0
183,17033,05213,5,Akita,秋田県,Kitaakita,北秋田市,きたあきたし,Shi,市,36387.0
184,17034,05303,5,Akita,秋田県,Kosaka,小坂町,こさかまち,Machi,町,6054.0
185,17035,05434,5,Akita,秋田県,Misato,美郷町,みさとちょう,Machi,町,21674.0
186,17036,05348,5,Akita,秋田県,Mitane,三種町,みたねちょう,Machi,町,18876.0
187,17037,05214,5,Akita,秋田県,Nikaho,にかほ市,にかほし,Shi,市,27544.0
188,17038,05202,5,Akita,秋田県,Noshiro,能代市,のしろし,Shi,市,59084.0
189,17039,05204,5,Akita,秋田県,Odate,大館市,おおだてし,Shi,市,78946.0
190,17040,05206,5,Akita,秋田県,Oga,男鹿市,おがし,Shi,市,32294.0
191,17041,05368,5,Akita,秋田県,Ogata,大潟村,おおがたむら,Mura,村,3218.0
192,17042,-1,5,Akita,秋田県,Semboku,仙北市,せんぼくし,Machi,町,29568.0
193,17043,05463,5,Akita,秋田県,Ugo,羽後町,うごまち,Machi,町,16792.0
194,17044,05203,5,Akita,秋田県,Yokote,横手市,よこてし,Shi,市,98367.0
195,17045,05210,5,Akita,秋田県,Yurihonjo,由利本荘市,ゆりほんじょうし,Shi,市,85229.0
196,17046,05207,5,Akita,秋田県,Yuzawa,湯沢市,ゆざわし,Shi,市,50849.0
197,17047,02321,2,Aomori,青森県,Ajigasawa,鰺ヶ沢町,あじがさわまち,Machi,町,11449.0
198,17048,02201,2,Aomori,青森県,Aomori,青森市,あおもりし,Shi,市,299520.0
199,17049,02361,2,Aomori,青森県,Fujisaki,藤崎町,ふじさきまち,Machi,町,16021.0
200,17050,02323,2,Aomori,青森県,Fukaura,深浦町,ふかうらまち,Machi,町,9691.0
201,17051,02442,2,Aomori,青森県,Gonohe,五戸町,ごのへまち,Machi,町,18712.0
202,17052,02205,2,Aomori,青森県,Goshogawara,五所川原市,ごしょがわらし,Shi,市,58421.0
203,17053,02203,2,Aomori,青森県,Hachinohe,八戸市,はちのへし,Shi,市,237615.0
204,17054,02446,2,Aomori,青森県,Hashikami,階上町,はしかみちょう,Machi,町,14699.0
205,17055,02424,2,Aomori,青森県,Higashidori,東通村,ひがしどおりむら,Mura,村,7252.0
206,17056,02210,2,Aomori,青森県,Hirakawa,平川市,ひらかわし,Shi,市,33764.0
207,17057,02301,2,Aomori,青森県,Hiranai,平内町,ひらないまち,Machi,町,12361.0
208,17058,02202,2,Aomori,青森県,Hirosaki,弘前市,ひろさきし,Shi,市,183473.0
209,17059,02303,2,Aomori,青森県,Imabetsu,今別町,いまべつまち,Machi,町,3217.0
210,17060,02367,2,Aomori,青森県,Inakadate,田舎館村,いなかだてむら,Mura,村,8153.0
211,17061,02381,2,Aomori,青森県,Itayanagi,板柳町,いたやなぎまち,Machi,町,15227.0
212,17062,02425,2,Aomori,青森県,Kazamaura,風間浦村,かざまうらむら,Mura,村,2463.0
213,17063,02204,2,Aomori,青森県,Kuroishi,黒石市,くろいしし,Shi,市,36132.0
214,17064,02207,2,Aomori,青森県,Misawa,三沢市,みさわし,Shi,市,41258.0
215,17065,02208,2,Aomori,青森県,Mutsu,むつ市,むつし,Shi,市,61066.0
216,17066,02387,2,Aomori,青森県,Nakadomari,中泊町,なかどまりまち,Machi,町,12743.0
217,17067,02445,2,Aomori,青森県,Nanbu,南部町,なんぶちょう,Machi,町,19853.0
218,17068,02343,2,Aomori,青森県,Nishimeya,西目屋村,にしめやむら,Mura,村,1594.0
219,17069,02401,2,Aomori,青森県,Noheji,野辺地町,のへじまち,Machi,町,14314.0
220,17070,02412,2,Aomori,青森県,Oirase,おいらせ町,おいらせちょう,Machi,町,24211.0
221,17071,02423,2,Aomori,青森県,Oma,大間町,おおままち,Machi,町,6340.0
222,17072,02362,2,Aomori,青森県,Owani,大鰐町,おおわにまち,Machi,町,10978.0
223,17073,02411,2,Aomori,青森県,Rokkasho,六ヶ所村,ろっかしょむら,Mura,村,11095.0
224,17074,02405,2,Aomori,青森県,Rokunohe,六戸町,ろくのへまち,Machi,町,10241.0
225,17075,02426,2,Aomori,青森県,Sai,佐井村,さいむら,Mura,村,2422.0
226,17076,02441,2,Aomori,青森県,Sannohe,三戸町,さんのへまち,Machi,町,11299.0
227,17077,02402,2,Aomori,青森県,Shichinohe,七戸町,しちのへまち,Machi,町,16759.0
228,17078,02450,2,Aomori,青森県,Shingo,新郷村,しんごうむら,Mura,村,2851.0
229,17079,02307,2,Aomori,青森県,Sotogahama,外ヶ浜町,そとがはままち,Machi,町,7089.0
230,17080,02443,2,Aomori,青森県,Takko,田子町,たっこまち,Machi,町,6175.0
231,17081,02408,2,Aomori,青森県,Tohoku,東北町,とうほくまち,Machi,町,19106.0
232,17082,02206,2,Aomori,青森県,Towada,十和田市,とわだし,Shi,市,66110.0
233,17083,02209,2,Aomori,青森県,Tsugaru,つがる市,つがるし,Shi,市,37243.0
234,17084,02384,2,Aomori,青森県,Tsuruta,鶴田町,つるたまち,Machi,町,14270.0
235,17085,02406,2,Aomori,青森県,Yokohama,横浜町,よこはままち,Machi,町,4881.0
236,17086,-1,2,Aomori,青森県,Yomogita,蓬田村,よもぎたむら,Machi,町,3271.0
237,17087,12222,12,Chiba,千葉県,Abiko,我孫子市,あびこし,Shi,市,134017.0
238,17088,12215,12,Chiba,千葉県,Asahi,旭市,あさひし,Shi,市,69058.0
239,17089,12100,12,Chiba,千葉県,Chiba,千葉市,ちばし,Shi,市,961749.0
240,17090,12427,12,Chiba,千葉県,Chonan,長南町,ちょうなんまち,Machi,町,9073.0
241,17091,-1,12,Chiba,千葉県,Chosei,長生村,ちょうせいむら,Machi,町,14752.0
242,17092,12202,12,Chiba,千葉県,Choshi,銚子市,ちょうしし,Shi,市,70210.0
243,17093,12204,12,Chiba,千葉県,Funabashi,船橋市,ふなばしし,Shi,市,609040.0
244,17094,12226,12,Chiba,千葉県,Futtsu,富津市,ふっつし,Shi,市,48073.0
245,17095,12219,12,Chiba,千葉県,Ichihara,市原市,いちはらし,Shi,市,280416.0
246,17096,12203,12,Chiba,千葉県,Ichikawa,市川市,いちかわし,Shi,市,473919.0
247,17097,12421,12,Chiba,千葉県,Ichinomiya,一宮町,いちのみやまち,Machi,町,12034.0
248,17098,12231,12,Chiba,千葉県,Inzai,印西市,いんざいし,Shi,市,88176.0
249,17100,12238,12,Chiba,千葉県,Isumi,いすみ市,いすみし,Shi,市,40962.0
250,17101,12224,12,Chiba,千葉県,Kamagaya,鎌ケ谷市,かまがやし,Shi,市,107853.0
251,17102,12223,12,Chiba,千葉県,Kamogawa,鴨川市,かもがわし,Shi,市,35766.0
252,17103,12217,12,Chiba,千葉県,Kashiwa,柏市,かしわし,Shi,市,404012.0
253,17104,12236,12,Chiba,千葉県,Katori,香取市,かとりし,Shi,市,82866.0
254,17105,12218,12,Chiba,千葉県,Katsuura,勝浦市,かつうらし,Shi,市,20788.0
255,17106,12225,12,Chiba,千葉県,Kimitsu,君津市,きみつし,Shi,市,89168.0
256,17107,12206,12,Chiba,千葉県,Kisarazu,木更津市,きさらづし,Shi,市,129312.0
257,17108,12342,12,Chiba,千葉県,Kozaki,神崎町,こうざきまち,Machi,町,6454.0
258,17109,12403,12,Chiba,千葉県,Kujukuri,九十九里町,くじゅうくりまち,Machi,町,18004.0
259,17110,12463,12,Chiba,千葉県,Kyonan,鋸南町,きょなんまち,Machi,町,8950.0
260,17111,12207,12,Chiba,千葉県,Matsudo,松戸市,まつどし,Shi,市,484457.0
261,17112,12234,12,Chiba,千葉県,Minamiboso,南房総市,みなみぼうそうし,Shi,市,42104.0
262,17113,12210,12,Chiba,千葉県,Mobara,茂原市,もばらし,Shi,市,93015.0
263,17115,12422,12,Chiba,千葉県,Mutsuzawa,睦沢町,むつざわまち,Machi,町,7340.0
264,17116,12426,12,Chiba,千葉県,Nagara,長柄町,ながらまち,Machi,町,8035.0
265,17117,12220,12,Chiba,千葉県,Nagareyama,流山市,ながれやまし,Shi,市,163984.0
266,17118,12216,12,Chiba,千葉県,Narashino,習志野市,ならしのし,Shi,市,164530.0
267,17119,12211,12,Chiba,千葉県,Narita,成田市,なりたし,Shi,市,128933.0
268,17120,12208,12,Chiba,千葉県,Noda,野田市,のだし,Shi,市,155491.0
269,17121,-1,12,Chiba,千葉県,Oamishirasato,大網白里市,おおあみしらさとし,Machi,町,50113.0
270,17122,12443,12,Chiba,千葉県,Onjuku,御宿町,おんじゅくまち,Machi,町,7738.0
271,17123,12441,12,Chiba,千葉県,Otaki,大多喜町,おおたきまち,Machi,町,10671.0
272,17124,12329,12,Chiba,千葉県,Sakae,栄町,さかえまち,Machi,町,22580.0
273,17125,12212,12,Chiba,千葉県,Sakura,佐倉市,さくらし,Shi,市,172183.0
274,17126,12237,12,Chiba,千葉県,Sanmu,山武市,さんむし,Shi,市,56089.0
275,17127,12409,12,Chiba,千葉県,Shibayama,芝山町,しばやままち,Machi,町,7920.0
276,17128,12424,12,Chiba,千葉県,Shirako,白子町,しらこまち,Machi,町,12151.0
277,17129,12232,12,Chiba,千葉県,Shiroi,白井市,しろいし,Shi,市,60345.0
278,17130,12322,12,Chiba,千葉県,Shisui,酒々井町,しすいまち,Machi,町,21234.0
279,17131,12229,12,Chiba,千葉県,Sodegaura,袖ケ浦市,そでがうらし,Shi,市,60355.0
280,17132,12235,12,Chiba,千葉県,Sosa,匝瑳市,そうさし,Shi,市,39814.0
281,17133,12347,12,Chiba,千葉県,Tako,多古町,たこまち,Machi,町,16002.0
282,17134,12205,12,Chiba,千葉県,Tateyama,館山市,たてやまし,Shi,市,49290.0
283,17135,12213,12,Chiba,千葉県,Togane,東金市,とうがねし,Shi,市,61751.0
284,17136,12233,12,Chiba,千葉県,Tomisato,富里市,とみさとし,Shi,市,51087.0
285,17137,12349,12,Chiba,千葉県,Tonosho,東庄町,とうのしょうまち,Machi,町,15154.0
286,17138,12227,12,Chiba,千葉県,Urayasu,浦安市,うらやすし,Shi,市,164877.0
